PMID,Abstract,Year
34475052,"1. Anticancer Res. 2021 Sep;41(9):4321-4331. doi: 10.21873/anticanres.15237. Epub
 2021 Sep 1.

Lurasidone Sensitizes Cancer Cells to Osimertinib by Inducing Autophagy and 
Reduction of Survivin.

Suzuki S(1)(2), Yamamoto M(3), Sanomachi T(3)(2), Togashi K(3)(4), Seino S(3), 
Sugai A(3), Yoshioka T(2), Okada M(3), Kitanaka C(3)(5).

Author information:
(1)Department of Molecular Cancer Science, Yamagata University School of 
Medicine, Yamagata, Japan; s-suzuki@med.id.yamagata-u.ac.jp.
(2)Department of Clinical Oncology, Yamagata University School of Medicine, 
Yamagata, Japan.
(3)Department of Molecular Cancer Science, Yamagata University School of 
Medicine, Yamagata, Japan.
(4)Opthalmology and Visual Sciences, Yamagata University School of Medicine, 
Yamagata, Japan.
(5)Research Institute for Promotion of Medical Sciences, Yamagata University 
Faculty of Medicine, Yamagata, Japan.

BACKGROUND/AIM: Epidermal growth factor receptor tyrosine kinase inhibitors 
(EGFR-TKIs) are key drugs in cancer treatment due to their minor adverse effects 
and outstanding anticancer effects. However, drugs for overcoming EGFR-TKI 
resistance are not in clinical use so far. Therefore, to overcome resistance, we 
focused on lurasidone, a new antipsychotic drug, due to its mild adverse effect 
profile from the viewpoint of drug repositioning.
MATERIALS AND METHODS: We explored the effects of lurasidone alone or in 
combination with EGFR-TKI on the growth of osimertinib-resistant cancer cells 
the anti-apoptotic marker expression such as survivin, and autophagy levels by 
LC-3B expression.
RESULTS: Within a non-toxic concentration range in normal cells, lurasidone and 
osimertinib combination therapy showed a growth-inhibitory effect in 
osimertinib-resistant cancer cells in vitro and in vivo. Furthermore, lurasidone 
decreased survivin expression and mildly induced autophagy.
CONCLUSION: Lurasidone may increase the sensitivity to osimertinib in 
osimertinib-resistant cancer cells in drug repurposing.

Copyright © 2021 International Institute of Anticancer Research (Dr. George J. 
Delinasios), All rights reserved.

DOI: 10.21873/anticanres.15237
PMID: 34475052 [Indexed for MEDLINE]",2021
34319576,"1. Cell Oncol (Dordr). 2021 Oct;44(5):1087-1103. doi: 10.1007/s13402-021-00620-1.
 Epub 2021 Jul 28.

Blocking MMP-12-modulated epithelial-mesenchymal transition by repurposing 
penfluridol restrains lung adenocarcinoma metastasis via uPA/uPAR/TGF-β/Akt 
pathway.

Hung WY(1), Lee WJ(2)(3), Cheng GZ(1), Tsai CH(1), Yang YC(1)(4), Lai TC(5), 
Chen JQ(1)(6), Chung CL(7)(8), Chang JH(9)(10)(11)(12), Chien 
MH(13)(14)(15)(16).

Author information:
(1)Graduate Institute of Clinical Medicine, College of Medicine, Taipei Medical 
University, 250 Wu-Hsing Street, 11031, Taipei, Taiwan.
(2)Department of Medical Education and Research, Wan Fang Hospital, Taipei 
Medical University, Taipei, Taiwan.
(3)Department of Urology, School of Medicine, College of Medicine, Taipei 
Medical University, Taipei, Taiwan.
(4)Department of Medical Research, Tungs' Taichung MetroHarbor Hospital, 
Taichung, Taiwan.
(5)Division of Pulmonary Medicine, Department of Internal Medicine, Wan Fang 
Hospital, Taipei Medical University, Hsing Long Road, Section 3, Taipei, 11696, 
Taiwan.
(6)Department of Cancer Biology, Geisel School of Medicine at Dartmouth, 
Lebanon, NH, USA.
(7)School of Respiratory Therapy, College of Medicine, Taipei Medical 
University, Taipei, Taiwan.
(8)Division of Pulmonary Medicine, Department of Internal Medicine, Taipei 
Medical University Hospital, Taipei, Taiwan.
(9)Department of Medical Education and Research, Wan Fang Hospital, Taipei 
Medical University, Taipei, Taiwan. m102094030@tmu.edu.tw.
(10)Division of Pulmonary Medicine, Department of Internal Medicine, Wan Fang 
Hospital, Taipei Medical University, Hsing Long Road, Section 3, Taipei, 11696, 
Taiwan. m102094030@tmu.edu.tw.
(11)School of Respiratory Therapy, College of Medicine, Taipei Medical 
University, Taipei, Taiwan. m102094030@tmu.edu.tw.
(12)Pulmonary Research Center, Wan Fang Hospital, Taipei Medical University, 
Taipei, Taiwan. m102094030@tmu.edu.tw.
(13)Graduate Institute of Clinical Medicine, College of Medicine, Taipei Medical 
University, 250 Wu-Hsing Street, 11031, Taipei, Taiwan. mhchien1976@gmail.com.
(14)Pulmonary Research Center, Wan Fang Hospital, Taipei Medical University, 
Taipei, Taiwan. mhchien1976@gmail.com.
(15)TMU Research Center of Cancer Translational Medicine, Taipei Medical 
University, Taipei, Taiwan. mhchien1976@gmail.com.
(16)Traditional Herbal Medicine Research Center, Taipei Medical University 
Hospital, Taipei, Taiwan. mhchien1976@gmail.com.

PURPOSE: Metastasis of lung adenocarcinoma (LADC) is a crucial factor 
determining patient survival. Repurposing of the antipsychotic agent penfluridol 
has been found to be effective in the inhibition of growth of various cancers. 
As yet, however, the anti-metastatic effect of penfluridol on LADC has rarely 
been investigated. Herein, we addressed the therapeutic potential of penfluridol 
on the invasion/metastasis of LADC cells harboring different epidermal growth 
factor receptor (EGFR) mutation statuses.
METHODS: MTS viability, transwell migration and invasion, and tumor endothelium 
adhesion assays were employed to determine cytotoxic and anti-metastatic effects 
of penfluridol on LADC cells. Protease array, Western blot, immunohistochemistry 
(IHC), immunofluorescence (IF) staining, and expression knockdown by shRNA or 
exogenous overexpression by DNA plasmid transfection were performed to explore 
the underlying mechanisms, both in vitro and in vivo.
RESULTS: We found that nontoxic concentrations of penfluridol reduced the 
migration, invasion and adhesion of LADC cells. Protease array screening 
identified matrix metalloproteinase-12 (MMP-12) as a potential target of 
penfluridol to modulate the motility and adhesion of LADC cells. In addition, we 
found that MMP-12 exhibited the most significantly adverse prognostic effect in 
LADC among 39 cancer types. Mechanistic investigations revealed that penfluridol 
inhibited the urokinase plasminogen activator (uPA)/uPA receptor/transforming 
growth factor-β/Akt axis to downregulate MMP-12 expression and, subsequently, 
reverse MMP-12-induced epithelial-mesenchymal transition (EMT). Subsequent 
analysis of clinical LADC samples revealed a positive correlation between MMP12 
and mesenchymal-related gene expression levels. A lower survival rate was found 
in LADC patients with a SNAl1high/MMP12high profile compared to those with a 
SNAl1low/MMP12low profile.
CONCLUSIONS: Our results indicate that MMP-12 may serve as a useful biomarker 
for predicting LADC progression and as a promising penfluridol target for 
treating metastatic LADC.

© 2021. Springer Nature Switzerland AG.

DOI: 10.1007/s13402-021-00620-1
PMID: 34319576 [Indexed for MEDLINE]",2021
34254929,"1. Recent Pat Anticancer Drug Discov. 2021;16(2):187-203. doi: 
10.2174/1574892816666210712113739.

Recent Patent-Based Perspective on Diagnostic and Therapeutic Interventions in 
Malignant Mesothelioma: Is Drug Repositioning Knocking on the Door?

Yadav V(1), Safari R(1).

Author information:
(1)Interdisciplinary Cluster for Applied Genoproteomics (GIGA), University of 
Liege, Sart-Tilman, 4000, Liege, Belgium.

BACKGROUND: Malignant Mesothelioma (MM), an orphan but aggressive malignancy of 
the mesothelial membrane, is a fatal tumour. Global epidemic related to 
malignant pleural mesothelioma is on the rise, so there is a need to explore 
novel biomarkers and ingenious therapeutic approaches to stalk this silent 
killer.
OBJECTIVE: The main aim of the present review is to provide a consolidated 
overview of the recent active patents related to diagnosis and therapy in the 
field of MM that will impact its future management.
METHODS: A search of existing literature was conducted from a PubMed database 
search. Recent patent information was fetched out from online free open-access 
databases. For related clinical trials, www.clinicaltrial.gov was searched.
RESULTS: Patent search data showed 72 active patents related to diagnosis and 
therapy in the field of MM, which we classified into eight broad categories. Of 
these, maximum 17 patents were attributed to immunotherapy and 13 were 
attributed to ""Drug Repositioning"" and ""Biological / synthetic"" based 
candidates. Relatively low number of patents accounts for gene signature (7), 
epigenetics (3) and microRNA (2) based diagnosis and therapy. Remaining 17 
patents were distributed amongst virotherapy and various miscellaneous 
categories. Furthermore, our clinical trial based investigation revealed the 
futuristic impact of listed patents in MM patient management.
CONCLUSION: This review article has provided an overview of patent based 
advancement in the field of MM, which might become apex in the clinical settings 
in future. Interestingly, immunotherapy and ""drug repositioning"" based therapy 
seems to be the front-runners in the race to provide relief.

Copyright© Bentham Science Publishers; For any queries, please email at 
epub@benthamscience.net.

DOI: 10.2174/1574892816666210712113739
PMID: 34254929 [Indexed for MEDLINE]",2021
34145175,"1. Anticancer Drugs. 2021 Sep 1;32(8):882-885. doi: 10.1097/CAD.0000000000001098.

Repurposing calcium channel blockers: may be sensible combination with erlotinib 
for non-small cell lung cancer.

Alandağ C(1), Merev E(1), Özdemir F(1).

Author information:
(1)Department of Medical Oncology, Sivas Numune Hospital, Sivas.

Erlotinib is a tyrosine kinase inhibitor that inhibits epidermal growth factor 
receptor. It is being used for metastatic non-small cell lung cancer patients 
(NSCLC). Repurposing noncancer drugs for cancer treatment is a current issue and 
it has many advantages. We planned to reveal the effects of noncancer drugs 
[calcium channel blockers (CCBs) and others] on erlotinib. We scanned the files 
of NSCLC patients retrospectively who were applied to Karadeniz Technical 
University between January 2013 and April 2019 and used erlotinib. There were 63 
patients, 9 of them were taking CCB simultaneously for arterial hypertension. We 
analyzed some parameters of these patients and their effects on overall survival 
(OS) and progression-free survival (PFS). A χ2 or Fisher's exact test, 
Kaplan-Meier and Cox regressions were used in the statistical analysis. 12-month 
OS rates of CCB user and nonuser were 78.3 and 39.7%, respectively, [odds ratio 
(OR),0.14; 95% confidence interval (CI), 0.27-0.75; P = 0.023]. 24-month PFS 
rates of CCB user and nonuser were 44.4 and 8.3%, respectively (OR,0.11; 95% CI, 
0.02-0.60; P = 0.016). There was 12-month OS and 24-month PFS advantage with 
simultaneously taking CCBs and erlotinib, they have an additive effect for 
NSCLC. This study will be inspiring future prospective studies.

Copyright © 2021 Wolters Kluwer Health, Inc. All rights reserved.

DOI: 10.1097/CAD.0000000000001098
PMID: 34145175 [Indexed for MEDLINE]",2021
34068720,"1. Cells. 2021 May 10;10(5):1148. doi: 10.3390/cells10051148.

OPALS: A New Osimertinib Adjunctive Treatment of Lung Adenocarcinoma or 
Glioblastoma Using Five Repurposed Drugs.

Kast RE(1), Halatsch ME(2), Rosell R(3).

Author information:
(1)IIAIGC Study Center, Burlington, VT 05408, USA.
(2)Department of Neurosurgery, Cantonal Hospital of Winterthur, 8400 Winterthur, 
Switzerland.
(3)Dr. Rosell Oncology Institute (IOR), Quirón-Dexeus University Institute, 
08028 Barcelona, Spain.

BACKGROUND: Pharmacological targeting aberrant activation of epidermal growth 
factor receptor tyrosine kinase signaling is an established approach to treating 
lung adenocarcinoma. Osimertinib is a tyrosine kinase approved and effective in 
treating lung adenocarcinomas that have one of several common activating 
mutations in epidermal growth factor receptor. The emergence of resistance to 
osimertinib after a year or two is the rule. We developed a five-drug adjuvant 
regimen designed to increase osimertinib's growth inhibition and thereby delay 
the development of resistance. Areas of Uncertainty: Although the assembled 
preclinical data is strong, preclinical data and the following clinical trial 
results can be discrepant. The safety of OPALS drugs when used individually is 
excellent. We have no data from humans on their tolerability when used as an 
ensemble. That there is no data from the individual drugs to suspect problematic 
interaction does not exclude the possibility.
DATA SOURCES: All relevant PubMed.org articles on the OPALS drugs and 
corresponding pathophysiology of lung adenocarcinoma and glioblastoma were 
reviewed. Therapeutic Opinion: The five drugs of OPALS are in wide use in 
general medicine for non-oncology indications. OPALS uses the anti-protozoal 
drug pyrimethamine, the antihistamine cyproheptadine, the antibiotic 
azithromycin, the antihistamine loratadine, and the potassium sparing diuretic 
spironolactone. We show how these inexpensive and generically available drugs 
intersect with and inhibit lung adenocarcinoma growth drive. We also review data 
showing that both OPALS adjuvant drugs and osimertinib have data showing they 
may be active in suppressing glioblastoma growth.

DOI: 10.3390/cells10051148
PMCID: PMC8151869
PMID: 34068720 [Indexed for MEDLINE]

Conflict of interest statement: The authors declare no conflict of interest.",2021
34004576,"1. Comput Biol Med. 2021 Jul;134:104470. doi: 10.1016/j.compbiomed.2021.104470. 
Epub 2021 May 7.

New drug candidates for osteosarcoma: Drug repurposing based on gene expression 
signature.

Andrade RC(1), Boroni M(2), Amazonas MK(3), Vargas FR(4).

Author information:
(1)Birth Defects Epidemiology Laboratory, Oswaldo Cruz Foundation (FIOCRUZ), Rio 
de Janeiro, Brazil; Genetics and Molecular Biology Department, Federal 
University of the State of Rio de Janeiro (UNIRIO), Rio de Janeiro, Brazil.
(2)Bioinformatics and Computational Biology Lab, Division of Experimental and 
Translational Research, Brazilian National Cancer Institute (INCA), Rio de 
Janeiro, Brazil; Experimental Medicine Research Cluster (EMRC), University of 
Campinas (UNICAMP), Campinas, Brazil.
(3)Birth Defects Epidemiology Laboratory, Oswaldo Cruz Foundation (FIOCRUZ), Rio 
de Janeiro, Brazil.
(4)Birth Defects Epidemiology Laboratory, Oswaldo Cruz Foundation (FIOCRUZ), Rio 
de Janeiro, Brazil; Genetics and Molecular Biology Department, Federal 
University of the State of Rio de Janeiro (UNIRIO), Rio de Janeiro, Brazil. 
Electronic address: fernando.vargas@ioc.fiocruz.br.

Osteosarcoma (OS) is an aggressive bone malignancy and the third most common 
cancer in adolescence. Since the late 1970s, OS therapy and prognosis had only 
modest improvements, making it appealing to explore new tools that could help 
ameliorate the treatment. We present a meta-analysis of the gene expression 
signature of primary OS, and propose small molecules that could reverse this 
signature. The meta-analysis was performed using GEO microarray series. We first 
compared gene expression from eleven primary OS against osteoblasts to obtain 
the differentially expressed genes (DEGs). We later filtered those DEGs by 
verifying which ones had a concordant direction of differential expression in a 
validation group of 82 OS samples versus 30 bone marrow mesenchymal stem cells 
(BM-MSC) samples. A final gene expression signature of 266 genes (98 up and 168 
down regulated) was obtained. The L1000CDS2 engine was used for drug 
repurposing. The top molecules predicted to reverse the signature were afatinib 
(PubChem CID 10184653), BRD-K95196255 (PubChem CID 3242434), DG-041 (PubChem CID 
11296282) and CA-074 Me (PubChem CID 23760717). Afatinib (Gilotrif™) is 
currently used for metastatic non-small-cell lung cancer with EGFR mutations, 
and in vitro evidence shows antineoplastic potential in OS cells. The other 
three molecules have reports of antineoplastic effects, but are not currently 
FDA-approved. Further studies are necessary to establish the potential of these 
drugs in OS treatment. We believe our results can be an important contribution 
for the investigation of new therapeutic genetic targets and for selecting new 
drugs to be tested for OS.

Copyright © 2021 Elsevier Ltd. All rights reserved.

DOI: 10.1016/j.compbiomed.2021.104470
PMID: 34004576 [Indexed for MEDLINE]",2021
33946414,"1. Int J Mol Sci. 2021 Apr 30;22(9):4783. doi: 10.3390/ijms22094783.

Repurposing Bedaquiline for Effective Non-Small Cell Lung Cancer (NSCLC) Therapy 
as Inhalable Cyclodextrin-Based Molecular Inclusion Complexes.

Parvathaneni V(1), Elbatanony RS(1)(2), Goyal M(1), Chavan T(1), Vega N(3), 
Kolluru S(3), Muth A(1), Gupta V(1), Kunda NK(1).

Author information:
(1)Department of Pharmaceutical Sciences, College of Pharmacy and Health 
Sciences, St. John's University, Queens, NY 11439, USA.
(2)Department of Pharmaceutical Technology, Faculty of Pharmaceutical Sciences 
and Pharmaceutical Industries, Future University in Egypt, Cairo 11835, Egypt.
(3)School of Pharmacy and Health Sciences, Keck Graduate Institute, 535 Watson 
Dr, Claremont, CA 91711, USA.

There is growing evidence that repurposed drugs demonstrate excellent efficacy 
against many cancers, while facilitating accelerated drug development process. 
In this study, bedaquiline (BDQ), an FDA approved anti-mycobacterial agent, was 
repurposed and an inhalable cyclodextrin complex formulation was developed to 
explore its anti-cancer activity in non-small cell lung cancer (NSCLC). A 
sulfobutyl ether derivative of β-cyclodextrin (SBE-β-CD) was selected based on 
phase solubility studies and molecular modeling to prepare an inclusion complex 
of BDQ and cyclodextrin. Aqueous solubility of BDQ was increased by 2.8 × 
103-fold after complexation with SBE-β-CD, as compared to its intrinsic 
solubility. Solid-state characterization studies confirmed the successful 
incorporation of BDQ in the SBE-β-CD cavity. In vitro lung deposition study 
results demonstrated excellent inhalable properties (mass median aerodynamic 
diameter: 2.9 ± 0.6 µm (<5 µm) and fine particle fraction: 83.3 ± 3.8%) of 
BDQ-CD complex. Accelerated stability studies showed BDQ-CD complex to be stable 
up to 3 weeks. From cytotoxicity studies, a slight enhancement in the 
anti-cancer efficacy was observed with BDQ-cyclodextrin complex, compared to BDQ 
alone in H1299 cell line. The IC50 values for BDQ and BDQ-CD complex were found 
to be ~40 µM in case of H1299 cell line at 72 h, whereas BDQ/BDQ-CD were not 
found to be cytotoxic up to concentrations of 50 µM in A549 cell line. Taken 
together, BDQ-CD complex offers a promising inhalation strategy with efficient 
lung deposition and cytotoxicity for NSCLC treatment.

DOI: 10.3390/ijms22094783
PMCID: PMC8124211
PMID: 33946414 [Indexed for MEDLINE]

Conflict of interest statement: The authors have no relevant affiliations or 
financial involvement with any organization or entity with a financial interest 
in or financial conflict with the subject matter or materials discussed in the 
manuscript. This includes employment, consultancies, honoraria, stock ownership 
or options, expert testimony, grants, or patents received or pending, or 
royalties.",2021
33922083,"1. Int J Mol Sci. 2021 Apr 22;22(9):4371. doi: 10.3390/ijms22094371.

Connectivity Map Analysis of a Single-Cell RNA-Sequencing -Derived 
Transcriptional Signature of mTOR Signaling.

Al Mahi N(1)(2), Zhang EY(3), Sherman S(4), Yu JJ(3), Medvedovic M(1)(5).

Author information:
(1)Division of Biostatistics and Bioinformatics, Department of Environmental and 
Public Health Sciences, University of Cincinnati College of Medicine, 
Cincinnati, OH 45267, USA.
(2)AbbVie Inc., North Chicago, IL 60064, USA.
(3)Division of Pulmonary, Critical Care and Sleep Medicine, University of 
Cincinnati College of Medicine, Cincinnati, OH 45267, USA.
(4)The LAM Foundation, Cincinnati, OH 45242, USA.
(5)Department of Biomedical Informatics, University of Cincinnati College of 
Medicine, Cincinnati, OH 45267, USA.

In the connectivity map (CMap) approach to drug repositioning and development, 
transcriptional signature of disease is constructed by differential gene 
expression analysis between the diseased tissue or cells and the control. The 
negative correlation between the transcriptional disease signature and the 
transcriptional signature of the drug, or a bioactive compound, is assumed to 
indicate its ability to ""reverse"" the disease process. A major limitation of 
traditional CMaP analysis is the use of signatures derived from bulk disease 
tissues. Since the key driver pathways are most likely dysregulated in only a 
subset of cells, the ""averaged"" transcriptional signatures resulting from bulk 
analysis lack the resolution to effectively identify effective therapeutic 
agents. The use of single-cell RNA-seq (scRNA-seq) transcriptomic assay 
facilitates construction of disease signatures that are specific to individual 
cell types, but methods for using scRNA-seq data in the context of CMaP analysis 
are lacking. Lymphangioleiomyomatosis (LAM) mutations in TSC1 or TSC2 genes 
result in the activation of the mTOR complex 1 (mTORC1). The mTORC1 inhibitor 
Sirolimus is the only FDA-approved drug to treat LAM. Novel therapies for LAM 
are urgently needed as the disease recurs with discontinuation of the treatment 
and some patients are insensitive to the drug. We developed methods for 
constructing disease transcriptional signatures and CMaP analysis using 
scRNA-seq profiling and applied them in the analysis of scRNA-seq data of lung 
tissue from naïve and sirolimus-treated LAM patients. New methods successfully 
implicated mTORC1 inhibitors, including Sirolimus, as capable of reverting the 
LAM transcriptional signatures. The CMaP analysis mimicking standard bulk-tissue 
approach failed to detect any connection between the LAM signature and mTORC1 
signaling. This indicates that the precise signature derived from scRNA-seq data 
using our methods is the crucial difference between the success and the failure 
to identify effective therapeutic treatments in CMaP analysis.

DOI: 10.3390/ijms22094371
PMCID: PMC8122562
PMID: 33922083 [Indexed for MEDLINE]

Conflict of interest statement: The authors declare no conflict of interest.",2021
33856030,"1. J Pharm Pharmacol. 2021 Jul 7;73(8):1080-1091. doi: 10.1093/jpp/rgab049.

Repurposing of sildenafil as antitumour; induction of cyclic guanosine 
monophosphate/protein kinase G pathway, caspase-dependent apoptosis and pivotal 
reduction of Nuclear factor kappa light chain enhancer of activated B cells in 
lung cancer.

AboYoussef AM(1), Khalaf MM(1), Malak MN(1), Hamzawy MA(2).

Author information:
(1)Pharmacology and Toxicology Department, Faculty of Pharmacy, Beni-Suef 
University, Beni-Suef, Egypt.
(2)Pharmacology and Toxicology Department, Faculty of Pharmacy, Fayoum 
University, Fayoum, Egypt.

OBJECTIVES: Lung cancer is one of the most frequent types of cancers that lead 
to death. Sildenafil is a potent inhibitor of phosphodiesterase-5 and showed 
potential anticancer effects, which has not yet been fully evaluated. Thus, this 
study aims to investigate the potential anticancer effect of sildenafil in 
urethane-induced lung cancer in BALB/c mice.
METHODS: Five-week-old male BALB/c mice were treated with either (i) normal 
saline only, (ii) sildenafil only 50 mg kg-1/ P.O every other day for the last 
four successive weeks, (iii) urethane 1.5 gm kg-1 i.p (at day 1 and day 60), 
(iv) carboplatin after urethane induction, or (v) sildenafil after urethane 
induction.
KEY FINDINGS: It was shown that sildenafil significantly increased the levels of 
cGMP and Caspase-3 with a reduction of NF-κB, Bcl-2, Cyclin D1, intercellular 
adhesion molecule 1, matrix metalloproteinase-2 levels and normalisation of Nrf2 
along with pronounced improvement in the histological patterns.
CONCLUSIONS: These results indicated that sildenafil markedly induces cell cycle 
arrest, apoptosis and inhibits the metastatic activity through activation of 
cyclic guanosine monophosphate/protein kinase G pathway and down-regulation of 
cyclin D1 and nuclear factor kappa light chain enhancer of activated B cells 
with downstream anti-apoptotic gene Bcl-2, which underscores the critical 
importance of future using sildenafil in the treatment of lung cancer.

© The Author(s) 2021. Published by Oxford University Press on behalf of the 
Royal Pharmaceutical Society. All rights reserved. For permissions, please 
e-mail: journals.permissions@oup.com.

DOI: 10.1093/jpp/rgab049
PMID: 33856030 [Indexed for MEDLINE]",2021
33806075,"1. Int J Mol Sci. 2021 Mar 25;22(7):3378. doi: 10.3390/ijms22073378.

Quantitative Proteomic Approach Reveals Altered Metabolic Pathways in Response 
to the Inhibition of Lysine Deacetylases in A549 Cells under Normoxia and 
Hypoxia.

Martín-Bernabé A(1)(2)(3)(4), Tarragó-Celada J(3), Cunin V(1)(2), Michelland 
S(1)(2), Cortés R(3)(5), Poignant J(6), Boyault C(6), Rachidi W(7)(8), 
Bourgoin-Voillard S(1)(2), Cascante M(3)(5)(9), Seve M(1)(2).

Author information:
(1)LBFA et BEeSy, Université Grenoble Alpes, Inserm, U1055, CHU Grenoble Alpes, 
PROMETHEE Proteomic Platform, 38000 Grenoble, France.
(2)PROMETHEE Proteomic Platform, TIMC-IMAG, Université Grenoble Alpes, CNRS, 
Grenoble INP, CHU Grenoble Alpes, 38000 Grenoble, France.
(3)Department of Biochemistry and Molecular Biomedicine, Institute of 
Biomedicine of Universitat de Barcelona, Faculty of Biology, Universitat de 
Barcelona, 08028 Barcelona, Spain.
(4)Department of Oncology-Pathology, BioClinicum, Karolinska Institutet, 17164 
Solna, Sweden.
(5)Centro de Investigación Biomédica en Red de Enfermedades Hepáticas y 
Digestivas (CIBEREHD), Instituto de Salud Carlos III (ISCIII), 28029 Madrid, 
Spain.
(6)Reckonect, Institute for Advanced Biosciences-IAB, Université Grenoble Alpes, 
Inserm, UMR_S 1209/CNRS UMR 5309, 38000 Grenoble, France.
(7)SyMMES/CIBEST, Université Grenoble Alpes, UMR 5819 UGA-CNRS-CEA, 38000 
Grenoble, France.
(8)BIG-BGE, Université Grenoble Alpes, CEA, Inserm, U1038, 38000 Grenoble, 
France.
(9)Metabolomics Node at Spanish National Bioinformatics Institute 
(INB-ISCIII-ES-ELIXIR), Institute of Health Carlos III (ISCIII), 28029 Madrid, 
Spain.

Growing evidence is showing that acetylation plays an essential role in cancer, 
but studies on the impact of KDAC inhibition (KDACi) on the metabolic profile 
are still in their infancy. Here, we analyzed, by using an iTRAQ-based 
quantitative proteomics approach, the changes in the proteome of KRAS-mutated 
non-small cell lung cancer (NSCLC) A549 cells in response to trichostatin-A 
(TSA) and nicotinamide (NAM) under normoxia and hypoxia. Part of this response 
was further validated by molecular and biochemical analyses and correlated with 
the proliferation rates, apoptotic cell death, and activation of ROS scavenging 
mechanisms in opposition to the ROS production. Despite the differences among 
the KDAC inhibitors, up-regulation of glycolysis, TCA cycle, oxidative 
phosphorylation and fatty acid synthesis emerged as a common metabolic response 
underlying KDACi. We also observed that some of the KDACi effects at metabolic 
levels are enhanced under hypoxia. Furthermore, we used a drug repositioning 
machine learning approach to list candidate metabolic therapeutic agents for 
KRAS mutated NSCLC. Together, these results allow us to better understand the 
metabolic regulations underlying KDACi in NSCLC, taking into account the 
microenvironment of tumors related to hypoxia, and bring new insights for the 
future rational design of new therapies.

DOI: 10.3390/ijms22073378
PMCID: PMC8036653
PMID: 33806075 [Indexed for MEDLINE]

Conflict of interest statement: The authors declare no conflict of interest.",2021
33800655,"1. Molecules. 2021 Mar 28;26(7):1905. doi: 10.3390/molecules26071905.

Na(+)/K(+)-ATPase Revisited: On Its Mechanism of Action, Role in Cancer, and 
Activity Modulation.

Bejček J(1), Spiwok V(1), Kmoníčková E(2), Rimpelová S(1)(2).

Author information:
(1)Department of Biochemistry and Microbiology, University of Chemistry and 
Technology Prague, Technická 3, 166 28 Prague 6, Czech Republic.
(2)Department of Pharmacology, Second Faculty of Medicine, Charles University, 
Plzeňská 311, 150 00 Prague, Czech Republic.

Maintenance of Na+ and K+ gradients across the cell plasma membrane is an 
essential process for mammalian cell survival. An enzyme responsible for this 
process, sodium-potassium ATPase (NKA), has been currently extensively studied 
as a potential anticancer target, especially in lung cancer and glioblastoma. To 
date, many NKA inhibitors, mainly of natural origin from the family of cardiac 
steroids (CSs), have been reported and extensively studied. Interestingly, upon 
CS binding to NKA at nontoxic doses, the role of NKA as a receptor is activated 
and intracellular signaling is triggered, upon which cancer cell death occurs, 
which lies in the expression of different NKA isoforms than in healthy cells. 
Two major CSs, digoxin and digitoxin, originally used for the treatment of 
cardiac arrhythmias, are also being tested for another indication-cancer. Such 
drug repositioning has a big advantage in smoother approval processes. Besides 
this, novel CS derivatives with improved performance are being developed and 
evaluated in combination therapy. This article deals with the NKA structure, 
mechanism of action, activity modulation, and its most important inhibitors, 
some of which could serve not only as a powerful tool to combat cancer, but also 
help to decipher the so-far poorly understood NKA regulation.

DOI: 10.3390/molecules26071905
PMCID: PMC8061769
PMID: 33800655 [Indexed for MEDLINE]

Conflict of interest statement: The authors declare no conflict of interest.",2021
33682622,"1. J Biomol Struct Dyn. 2022 Sep;40(15):6889-6909. doi: 
10.1080/07391102.2021.1891140. Epub 2021 Mar 8.

Identification of novel allosteric binding sites and multi-targeted allosteric 
inhibitors of receptor and non-receptor tyrosine kinases using a computational 
approach.

Kakarala KK(1), Jamil K(1).

Author information:
(1)Bhagwan Mahavir Medical Research Center, Hyderabad, Telangana, India.

EGFR1, VEGFR2, Bcr-Abl and Src kinases are key drug targets in non-small cell 
lung cancer (NSCLC), bladder cancer, pancreatic cancer, CML, ALL, colorectal 
cancer, etc. The available drugs targeting these kinases have limited 
therapeutic efficacy due to novel mutations resulting in drug resistance and 
toxicity, as they target ATP binding site. Allosteric drugs have shown promising 
results in overcoming drug resistance, but the discovery of allosteric drugs is 
challenging. The allosteric binding pockets are difficult to predict, as they 
are generally associated with high energy conformations and regulate protein 
function in yet unknown mechanisms. In addition, the discovery of drugs using 
conventional methods takes long time and goes through several challenges, 
putting the lives of many cancer patients at risk. Therefore, the aim of the 
present work was to apply the most successful, drug repurposing approach in 
combination with computational methods to identify kinase inhibitors targeting 
novel allosteric sites on protein structure and assess their potential 
multi-kinase binding affinity. Multiple crystal structures belonging to EGFR1, 
VEGFR2, Bcr-Abl and Src tyrosine kinases were selected, including mutated, 
inhibitor bound and allosteric conformations to identify potential leads, close 
to physiological conditions. Interestingly the potential inhibitors identified 
were peptides. The drugs identified in this study could be used in therapy as a 
single multi-kinase inhibitor or in a combination of single kinase inhibitors 
after experimental validation. In addition, we have also identified new hot 
spots that are likely to be druggable allosteric sites for drug discovery of 
kinase-specific drugs in the future.Communicated by Ramaswamy H. Sarma.

DOI: 10.1080/07391102.2021.1891140
PMID: 33682622 [Indexed for MEDLINE]",2022
